"","name","x","y"
"1","72288023152",34.19966,-118.36543
"2","72289793206",35.23815,-120.64406
"3","72495723213",38.50369,-122.81101
"4","72289903179",33.97563,-117.62487
"5","72382523131",34.58333,-117.38333
"6","74917100479",35.1349,-118.4393
"7","74509023244",37.4058,-122.0481
"8","72590523275",39.12781,-123.20015
"9","72382023182",34.62944,-118.08309
"10","72281023199",32.83241,-115.66377
"11","72396593209",35.66936,-120.62918
"12","72381523161",34.85371,-116.78702
"13","99999993243",37.2381,-120.8825
"14","72033353175",33.89765,-117.60243
"15","99799799999",36.8166666,-121.7333333
"16","72391093111",34.12407,-119.12281
"17","72492723285",37.69309,-121.8149
"18","72595524259",41.77373,-122.46825
"19","72492023237",37.88997,-121.22637
"20","74718603164",32.6261,-116.4681
"21","72040699999",38.15,-122.55
"22","72286903171",33.95282,-117.43523
"23","72593023233",36.66352,-121.60928
"24","99801399999",32.5745,-117.127
"25","72292800369",33.286,-117.456
"26","72592024257",40.51462,-122.29773
"27","74505823277",36.93936,-121.79001
"28","72483023232",38.50659,-121.49604
"29","72392623136",34.21142,-119.08762
"30","72287493134",34.0236,-118.2911
"31","74718503144",32.83464,-115.57656
"32","72584523225",39.27617,-120.70927
"33","72595894299",41.48362,-120.5615
"34","74917900392",36.9,-121.417
"35","72290303131",32.81453,-117.13747
"36","72389853119",36.3114,-119.62319
"37","72297023129",33.81177,-118.14718
"38","72389403181",37.63333,-118.85
"39","72584793230",38.89838,-119.99617
"40","72286023119",33.9,-117.25
"41","72016599999",34.263619,-116.854475
"42","72290403178",32.57583,-116.99391
"43","72493723289",37.46667,-122.11667
"44","72380523179",34.76783,-114.61842
"45","72497393203",39.8,-121.85
"46","72061400205",38.909,-121.351
"47","72492623258",37.62544,-120.95492
"48","72057600174",38.533,-121.783
"49","72591024216",40.15186,-122.25478
"50","74612093104",35.686254,-117.690911
"51","72595724215",41.314893,-122.317127
"52","72288593197",34.02099,-118.44712
"53","72483993225",38.70069,-121.59479
"54","72295503174",33.80338,-118.33961
"55","72381603159",34.74121,-118.21255
"56","72594524283",40.97844,-124.10479
"57","99402899999",34.008,-118.5
"58","99404499999",38.92,-123.7
"59","99404199999",37.507,-122.2
"60","72495593227",38.2075,-122.28041
"61","72290023188",32.7336,-117.1831
"62","72483793216",39.13333,-121.43333
"63","72286893138",33.82216,-116.50433
"64","72292603154",33.30424,-117.35508
"65","72389523149",36.02944,-119.0625
"66","72584693201",39.32,-120.13944
"67","72297793184",33.67975,-117.86746
"68","72483323206",38.56667,-121.3
"69","72389693144",36.31667,-119.4
"70","72494023234",37.61962,-122.36562
"71","99801199999",38.2166666,-122.0166666
"72","72392523190",34.4241,-119.84249
"73","74516023202",38.26667,-121.93333
"74","72376293244",34.60694,-120.07556
"75","72295603167",33.92353,-118.33291
"76","72481523257",37.28597,-120.51788
"77","72292703177",33.12993,-117.27651
"78","74505753130",34.25917,-118.41333
"79","72383023187",34.74361,-118.72528
"80","72482893241",38.37753,-121.95854
"81","72297553141",33.79,-118.05194
"82","72286699999",34.095353,-117.234875
"83","99999953139",36.602,-117.1449
"84","72480023157",37.37114,-118.35886
"85","74704003102",34.05314,-117.57689
"86","72392793110",34.20012,-119.20417
"87","74611003182",35.28333,-116.63333
"88","72389093193",36.77999,-119.72016
"89","74718823158",33.61876,-114.71451
"90","69015093121",34.294,-116.14722
"91","72381023114",34.9,-117.86667
"92","74504893210",39.4943,-121.62226
"93","72594624286",41.78361,-124.23796
"94","74702023110",36.33333,-119.95
"95","74504693242",36.98505,-120.11068
"96","72290753143",32.82611,-116.9725
"97","72019300117",40.747,-122.922
"98","72585093228",37.65886,-122.12116
"99","74718703104",33.63166,-116.16412
"100","72483893205",39.10205,-121.56884
"101","72394023273",34.89403,-120.45216
"102","72384023155",35.43424,-119.05524
"103","72061500206",38.033,-120.417
"104","72382693194",35.66667,-117.83333
"105","74505653120",33.03801,-116.915979
"106","72288623130",34.21214,-118.49146
"107","72393093214",34.71667,-120.56667
"108","99999953151",33.4392,-117.1904
"109","72295303183",35.06667,-118.15
"110","99999953150",37.7592,-119.8208
"111","72481023203",37.38333,-120.56667
"112","99999904222",40.6507,-122.6068
"113","72491523259",36.59041,-121.84881
"114","72293193107",32.86667,-117.13333
"115","72295023174",33.93816,-118.3866
"116","72594024213",40.8097,-124.1602
"117","72495023254",37.99165,-122.05268
"118","72494523293",37.35938,-121.92444
"119","72493893231",37.51667,-122.25
"120","72297603166",33.87154,-117.98561
"121","99999953152",34.4141,-119.8796
