STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TEMP,TEMP_ATTRIBUTES
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-04-23,51.7,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-04-24,50.5,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-04-25,45,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-04-26,46.8,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-04-27,53.6,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-04-28,45.2,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-04-29,41.4,23
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-04-30,42.1,22
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-01,48.4,17
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-02,52.1,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-03,54.1,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-04,55.7,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-05,56.4,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-06,51.9,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-07,31.1,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-08,34.2,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-09,44.6,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-10,47.3,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-11,49.9,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-12,49.5,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-13,50,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-14,45,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-15,38.1,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-16,39,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-17,46.2,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-18,43.2,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-19,45.6,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-20,48.7,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-21,52.5,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-22,55.1,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-23,58.9,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-24,58.8,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-25,57,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-26,53.1,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-27,50.8,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-28,52.3,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-29,55.2,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-30,54.1,23
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-05-31,53.8,22
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-01,51.5,17
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-02,53.5,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-03,58.4,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-04,61.5,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-05,62.4,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-06,60.3,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-07,58.7,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-08,57.8,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-09,55.2,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-10,56.9,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-11,53.1,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-12,45.1,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-13,48.6,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-14,53.8,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-15,58.5,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-16,60,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-17,62.2,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-18,63.8,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-19,67.6,24
A0685400115,"BIG BEAR CITY AIRPORT, CA US",34.264,-116.854,2057.1,2017-06-20,68.8,24
